"sample_id","material_type","procedure","result","position","replicate"
"CS8","clinical","MPy",13.8583631631231,,2
"CS8","clinical","MPy",13.6141693059187,,3
"CS9","clinical","MPx",6.15815843675848,,1
"CS9","clinical","MPx",6.04964746441295,,2
"CS9","clinical","MPx",6.03621872972347,,3
"CS9","clinical","MPy",6.715675660151,,1
"CS9","clinical","MPy",6.715675660151,,2
"CS9","clinical","MPy",7.02088226481153,,3
"CS10","clinical","MPx",57.079466409282,,1
"CS10","clinical","MPx",67.4314220034202,,2
"CS10","clinical","MPx",55.9492172474357,,3
"CS10","clinical","MPy",82.5441526100504,,1
"CS10","clinical","MPy",78.6057179657039,,2
"CS10","clinical","MPy",71.6011482687544,,3
"CS11","clinical","MPx",21.9526725613092,,1
"CS11","clinical","MPx",20.5825667749663,,2
"CS11","clinical","MPx",21.7101040755488,,3
"CS11","clinical","MPy",26.399190144402,,1
"CS11","clinical","MPy",27.5989513594306,,2
"CS11","clinical","MPy",27.0524555071716,,3
"CS12","clinical","MPx",4.79065270708438,,1
"CS12","clinical","MPx",4.89830334429097,,2
"CS12","clinical","MPx",4.51166681225144,,3
"CS12","clinical","MPy",5.69734342267199,,1
"CS12","clinical","MPy",5.91669359066433,,2
"CS12","clinical","MPy",5.64692478483498,,3
"CS13","clinical","MPx",97.514394207054,,1
"CS13","clinical","MPx",106.579255223721,,2
"CS13","clinical","MPx",98.8232927289287,,3
"CS13","clinical","MPy",131.338476072785,,1
"CS13","clinical","MPy",141.961451942685,,2
"CS13","clinical","MPy",142.911023343377,,3
"CS14","clinical","MPx",44.2072538065493,,1
"CS14","clinical","MPx",49.4024491055302,,2
"CS14","clinical","MPx",47.2548623515144,,3
"CS14","clinical","MPy",52.1087735749527,,1
"CS14","clinical","MPy",53.1614406283175,,2
"CS14","clinical","MPy",50.512570304237,,3
"CS15","clinical","MPx",143.86694636863,,1
"CS15","clinical","MPx",138.225842714074,,2
"CS15","clinical","MPx",141.331912169825,,3
"CS15","clinical","MPy",162.570395511341,,1
"CS15","clinical","MPy",162.209529076969,,2
"CS15","clinical","MPy",169.205019212921,,3
"CS16","clinical","MPx",11.3210821745771,,1
"CS16","clinical","MPx",11.8093180946935,,2
"CS16","clinical","MPx",11.967830067456,,3
"CS16","clinical","MPy",14.0756231199359,,1
"CS16","clinical","MPy",13.7662813557703,,2
"CS16","clinical","MPy",13.5237100431226,,3
"CS17","clinical","MPx",3.63682522855081,,1
"CS17","clinical","MPx",3.78524688173038,,2
"CS17","clinical","MPx",3.59663972556928,,3
"CS17","clinical","MPy",4.05519996684467,,1
"CS17","clinical","MPy",4.30595952834521,,2
"CS17","clinical","MPy",4.18334477142494,,3
"CS18","clinical","MPx",4.32513971731881,,1
"CS18","clinical","MPx",4.23008557022938,,2
"CS18","clinical","MPx",4.48168907033806,,3
"CS18","clinical","MPy",4.60280852761316,,1
"CS18","clinical","MPy",4.65423602381047,,2
"CS18","clinical","MPy",4.80131043952805,,3
"CS19","clinical","MPx",251.304830564459,,1
"CS19","clinical","MPx",257.523534259778,,2
"CS19","clinical","MPx",254.677999458555,,3
"CS19","clinical","MPy",260.400862417013,,1
"CS19","clinical","MPy",265.071605786227,,2
"CS19","clinical","MPy",260.98017444179,,3
"CS20","clinical","MPx",48.2094738937948,,1
"CS20","clinical","MPx",49.2927877763451,,2
"CS20","clinical","MPx",47.7828441781117,,3
"CS20","clinical","MPy",53.0434352592265,,1
"CS20","clinical","MPy",52.9256918331335,,2
"CS20","clinical","MPy",51.0769507258107,,3
"CS22","clinical","MPx",408.843864321798,,1
"CS22","clinical","MPx",427.424548378113,,2
"CS22","clinical","MPx",416.177191679472,,3
"CS22","clinical","MPy",493.845256528385,,1
"CS22","clinical","MPy",508.319969800661,,2
"CS22","clinical","MPy",479.782719319931,,3
"CS23","clinical","MPx",487.304356013383,,1
"CS23","clinical","MPx",499.363023539507,,2
"CS23","clinical","MPx",517.437574505761,,3
"CS23","clinical","MPy",660.722103624082,,1
"CS23","clinical","MPy",684.637080852146,,2
"CS23","clinical","MPy",596.519010503305,,3
"CS24","clinical","MPx",18.1338032209443,,1
"CS24","clinical","MPx",19.2979717555028,,2
"CS24","clinical","MPx",17.9334317547323,,3
"CS24","clinical","MPy",23.5705959290681,,1
"CS24","clinical","MPy",22.5961102306692,,2
"CS24","clinical","MPy",22.9503533598949,,3
"CS25","clinical","MPx",7.84596981031845,,1
"CS25","clinical","MPx",8.0939033959138,,2
"CS25","clinical","MPx",7.50489560970434,,3
"CS25","clinical","MPy",9.08538125837603,,1
"CS25","clinical","MPy",9.35167578473997,,2
"CS25","clinical","MPy",9.56181705749138,,3
"CS26","clinical","MPx",499.363023539507,,1
"CS26","clinical","MPx",471.328618971159,,2
"CS26","clinical","MPx",489.474973171874,,3
"CS26","clinical","MPy",519.742415133205,,1
"CS26","clinical","MPy",551.881491178188,,2
"CS26","clinical","MPy",520.898682543683,,3
"CS27","clinical","MPx",3.14768312602818,,1
"CS27","clinical","MPx",3.12676836518616,,2
"CS27","clinical","MPx",3.05805097811334,,3
"CS27","clinical","MPy",3.62875236787694,,1
"CS27","clinical","MPy",3.66115172830893,,2
"CS27","clinical","MPy",3.48646695235515,,3
"CS28","clinical","MPx",5.82536828427977,,1
"CS28","clinical","MPx",5.91669359066433,,2
"CS28","clinical","MPx",5.60940382842385,,3
"CS28","clinical","MPy",6.80581761320767,,1
"CS28","clinical","MPy",6.77563665340688,,2
"CS28","clinical","MPy",7.09932706515663,,3
"CS29","clinical","MPx",13.2854130032578,,1
"CS29","clinical","MPx",14.2962890986776,,2
"CS29","clinical","MPx",14.2645548406932,,3
"CS29","clinical","MPy",14.9792613331049,,1
"CS29","clinical","MPy",15.0459839906595,,2
"CS29","clinical","MPy",13.0803500919584,,3
"CS30","clinical","MPx",12.539565542725,,1
"CS30","clinical","MPx",12.2639819118048,,2
"CS30","clinical","MPx",11.8883098954319,,3
"CS30","clinical","MPy",13.4936907212936,,1
"CS30","clinical","MPy",12.9071029714852,,2
"CS30","clinical","MPy",12.9645955402066,,3
"CS31","clinical","MPx",87.648397944969,,1
"CS31","clinical","MPx",83.0962853583438,,2
"CS31","clinical","MPx",80.5508682745484,,3
"CS31","clinical","MPy",93.4828295054753,,1
"CS31","clinical","MPy",100.149760096455,,2
"CS31","clinical","MPy",99.0431442350816,,3
"CS32","clinical","MPx",34.0860731515606,,1
"CS32","clinical","MPx",34.2379039618855,,2
"CS32","clinical","MPx",33.1154519586923,,3
"CS32","clinical","MPy",38.4319401610888,,1
"CS32","clinical","MPy",37.420632454845,,2
"CS32","clinical","MPy",42.0045429444421,,3
"CS33","clinical","MPx",1.29981535819493,,1
"CS33","clinical","MPx",1.32607337021782,,2
"CS33","clinical","MPx",1.29693008666577,,3
"CS33","clinical","MPy",1.7390401678184,,1
"CS33","clinical","MPy",1.70460486532275,,2
"CS33","clinical","MPy",1.69704565438876,,3
"CS34","clinical","MPx",5.4375757825226,,1
"CS34","clinical","MPx",5.32990456803359,,2
"CS34","clinical","MPx",5.59695232670889,,3
"CS34","clinical","MPy",5.71001826377428,,1
"CS34","clinical","MPy",5.71001826377428,,2
"CS34","clinical","MPy",6.39525018064934,,3
"CS35","clinical","MPx",17.2685838615971,,1
"CS35","clinical","MPx",15.1803222449539,,2
"CS35","clinical","MPx",17.002039940094,,3
"CS35","clinical","MPy",19.9077899739934,,1
"CS35","clinical","MPy",19.0001038405658,,2
"CS35","clinical","MPy",18.9579282666918,,3
"CS36","clinical","MPx",28.5344209486142,,1
"CS36","clinical","MPx",28.0316248945261,,2
"CS36","clinical","MPx",28.3448241671049,,3
"CS36","clinical","MPy",35.3984016031405,,1
"CS36","clinical","MPy",34.8520204491407,,2
"CS36","clinical","MPy",38.6890090396517,,3
"CS37","clinical","MPx",3.25437420288967,,1
"CS37","clinical","MPx",3.20414230958395,,2
"CS37","clinical","MPx",3.11290245285948,,3
"CS37","clinical","MPy",4.15554856325818,,1
"CS37","clinical","MPy",4.00148949944435,,2
"CS37","clinical","MPy",3.72682086626785,,3
"CS38","clinical","MPx",16.2629398260775,,1
"CS38","clinical","MPx",15.9763756800187,,2
"CS38","clinical","MPx",16.0832406720629,,3
"CS38","clinical","MPy",17.8142731796122,,1
"CS38","clinical","MPy",18.093550622128,,2
"CS38","clinical","MPy",16.851580395946,,3
"CS39","clinical","MPx",9.28953863348332,,1
"CS39","clinical","MPx",9.33091735645898,,2
"CS39","clinical","MPx",9.37248039415495,,3
"CS39","clinical","MPy",12.128469685973,,1
"CS39","clinical","MPy",13.4936907212936,,2
"CS39","clinical","MPy",11.6270389929175,,3
"CS40","clinical","MPx",9.47719976211,,1
"CS40","clinical","MPx",10.0186108111616,,2
"CS40","clinical","MPx",9.7549785751434,,3
"CS40","clinical","MPy",12.2912655088222,,1
"CS40","clinical","MPy",11.9944548174825,,2
"CS40","clinical","MPy",12.1554518098646,,3
"CS41","clinical","MPx",35.3198258272202,,1
"CS41","clinical","MPx",36.1134967503292,,2
"CS41","clinical","MPx",36.3550577038402,,3
"CS41","clinical","MPy",47.9956850037161,,1
"CS41","clinical","MPy",49.1833698684344,,2
"CS41","clinical","MPy",49.4024491055302,,3
"CS42","clinical","MPx",5.86433381362278,,1
"CS42","clinical","MPx",6.00945061967641,,2
"CS42","clinical","MPx",6.00945061967641,,3
"CS42","clinical","MPy",7.690609198879,,1
"CS42","clinical","MPy",7.21062444374457,,2
"CS42","clinical","MPy",7.7765369043131,,3
"CS43","clinical","MPx",20.4458060387747,,1
"CS43","clinical","MPx",20.2648708882179,,2
"CS43","clinical","MPx",20.5825667749663,,3
"CS43","clinical","MPy",25.4204903512991,,1
"CS43","clinical","MPy",24.2076008041886,,2
"CS43","clinical","MPy",22.0015105224154,,3
"CS44","clinical","MPx",116.74592589899,,1
"CS44","clinical","MPx",101.494032129546,,2
"CS44","clinical","MPx",106.816361366802,,3
"CS44","clinical","MPy",148.083718263298,,1
"CS44","clinical","MPy",155.15807631849,,2
"CS44","clinical","MPy",190.778126433997,,3
"CS45","clinical","MPx",35.7144566700028,,1
"CS45","clinical","MPx",36.7612552635694,,2
"CS45","clinical","MPx",32.2440436555674,,3
"CS45","clinical","MPy",37.2546875723892,,1
"CS45","clinical","MPy",41.1727972669987,,2
"CS45","clinical","MPy",37.6709367585039,,3
"CS46","clinical","MPx",106.816361366802,,1
"CS46","clinical","MPx",110.682602310855,,2
"CS46","clinical","MPx",104.236949341173,,3
"CS46","clinical","MPy",187.416485090369,,1
"CS46","clinical","MPy",175.719485102726,,2
"CS46","clinical","MPy",161.849463677639,,3
"CS47","clinical","MPx",25.5905264441879,,1
"CS47","clinical","MPx",27.4155702997553,,2
"CS47","clinical","MPx",26.1074893703507,,3
"CS47","clinical","MPy",35.1631971451066,,1
"CS47","clinical","MPy",38.4319401610888,,2
"CS47","clinical","MPy",34.3904110775995,,3
"CS48","clinical","MPx",452.847559477739,,1
"CS48","clinical","MPx",443.880577010282,,2
"CS48","clinical","MPx",450.839369607655,,3
"CS48","clinical","MPy",446.84966682645,,1
"CS48","clinical","MPy",460.970169810373,,2
"CS48","clinical","MPy",482.991956352786,,3
"CS49","clinical","MPx",328.104886549864,,1
"CS49","clinical","MPx",325.20132251655,,2
"CS49","clinical","MPx",331.034375090589,,3
"CS49","clinical","MPy",391.07090602974,,1
"CS49","clinical","MPy",404.326298781474,,2
"CS49","clinical","MPy",379.09156711115,,3
"CS50","clinical","MPx",116.74592589899,,1
"CS50","clinical","MPx",120.971569545584,,2
"CS50","clinical","MPx",113.926733770052,,3
"CS50","clinical","MPy",200.336809974792,,1
"CS50","clinical","MPy",187.833429268075,,2
"CS50","clinical","MPy",173.007220969247,,3
"RM1","rm","MPx",12.0478821450086,1,1
"RM1","rm","MPx",12.6796709708339,1,2
"RM1","rm","MPx",13.6141693059187,1,3
"RM1","rm","MPy",17.9334317547323,1,1
"RM1","rm","MPy",18.8738577694435,1,2
"RM1","rm","MPy",19.9520786987373,1,3
"RM1","rm","MPx",14.0443786863422,2,1
"RM1","rm","MPx",13.7662813557703,2,2
"RM1","rm","MPx",15.4869850963399,2,3
"RM1","rm","MPy",20.1750046460696,2,1
"RM1","rm","MPy",21.4225572599192,2,2
"RM1","rm","MPy",21.8068081657903,2,3
"RM1","rm","MPx",13.5537961487325,3,1
"RM1","rm","MPx",13.6748113854105,3,2
"RM1","rm","MPx",13.8891937692494,3,3
"RM1","rm","MPy",18.0533873742157,3,1
"RM1","rm","MPy",18.7901600897525,3,2
"RM1","rm","MPy",19.0847366801876,3,3
"RM1","rm","MPx",13.0513149205598,4,1
"RM1","rm","MPx",13.2264977430236,4,2
"RM1","rm","MPx",13.4936907212936,4,3
"RM1","rm","MPy",18.1741453694431,4,1
"RM1","rm","MPy",18.7068335743286,4,2
"RM1","rm","MPy",18.6653089885693,4,3
"RM1","rm","MPx",13.3445906918351,5,1
"RM1","rm","MPx",13.2854130032578,5,2
"RM1","rm","MPx",14.2962890986776,5,3
"RM1","rm","MPy",17.5003734766084,5,1
"RM1","rm","MPy",17.6566257778077,5,2
"RM1","rm","MPy",19.0001038405658,5,3
"RM2","rm","MPx",22.5459524039385,1,1
"RM2","rm","MPx",22.0015105224154,1,2
"RM2","rm","MPx",25.8190117762952,1,3
"RM2","rm","MPy",28.4078827043454,1,1
"RM2","rm","MPy",25.7045152380682,1,2
"RM2","rm","MPy",27.3547144528515,1,3
"RM2","rm","MPx",27.293993691013,2,1
"RM2","rm","MPx",26.0495371425183,2,2
"RM2","rm","MPx",29.5015983857115,2,3
"RM2","rm","MPy",33.2629592964489,2,1
"RM2","rm","MPy",34.697466288578,2,2
"RM2","rm","MPy",29.3055751997712,2,3
"RM2","rm","MPx",25.76169989802,3,1
"RM2","rm","MPx",27.7218863519828,3,2
"RM2","rm","MPx",28.1564871602244,3,3
"RM2","rm","MPy",28.981760002296,3,1
"RM2","rm","MPy",28.2819056043623,3,2
"RM2","rm","MPy",30.3662967341556,3,3
"RM2","rm","MPx",24.2076008041886,4,1
"RM2","rm","MPx",23.5705959290681,4,2
"RM2","rm","MPx",25.4204903512991,4,3
"RM2","rm","MPy",28.8532379960807,4,1
"RM2","rm","MPy",29.964100047397,4,2
"RM2","rm","MPy",28.4710815274841,4,3
"RM2","rm","MPx",25.76169989802,5,1
"RM2","rm","MPx",26.0495371425183,5,2
"RM2","rm","MPx",26.2821207573271,5,3
"RM2","rm","MPy",28.5979012805229,5,1
"RM2","rm","MPy",27.4765615322471,5,2
"RM2","rm","MPy",29.4361120677124,5,3
"RM3","rm","MPx",206.208726013133,1,1
"RM3","rm","MPx",196.369875351798,1,2
"RM3","rm","MPx",231.468650290432,1,3
"RM3","rm","MPy",282.716447892346,1,1
"RM3","rm","MPy",275.276976420518,1,2
"RM3","rm","MPy",256.381524897058,1,3
"RM3","rm","MPx",240.915065110052,2,1
"RM3","rm","MPx",269.227179207671,2,2
"RM3","rm","MPx",271.630977409624,2,3
"RM3","rm","MPy",294.254325007754,2,1
"RM3","rm","MPy",364.227174152097,2,2
"RM3","rm","MPy",259.822836322951,2,3
"RM3","rm","MPx",263.310339159612,3,1
"RM3","rm","MPx",250.746995431803,3,2
"RM3","rm","MPx",249.635037189694,3,3
"RM3","rm","MPy",292.94942992255,3,1
"RM3","rm","MPy",302.206666990082,3,2
"RM3","rm","MPy",247.425892049977,3,3
"RM3","rm","MPx",313.145101650577,4,1
"RM3","rm","MPx",287.787460185101,4,2
"RM3","rm","MPx",270.426407426153,4,3
"RM3","rm","MPy",313.145101650577,4,1
"RM3","rm","MPy",351.504397633993,4,2
"RM3","rm","MPy",271.630977409624,4,3
"RM3","rm","MPx",250.746995431803,5,1
"RM3","rm","MPx",266.844653416732,5,2
"RM3","rm","MPx",199.005673294028,5,3
"RM3","rm","MPy",283.975761841031,5,1
"RM3","rm","MPy",286.511242945579,5,2
"RM3","rm","MPy",328.834819255931,5,3
"RM4","rm","MPx",4.99725563570319,1,1
"RM4","rm","MPx",5.05309031656387,1,2
"RM4","rm","MPx",5.00837299627478,1,3
"RM4","rm","MPy",5.36555597112197,1,1
"RM4","rm","MPy",5.16663818273169,1,2
"RM4","rm","MPy",5.28273758016129,1,3
"RM4","rm","MPx",4.93106779340022,2,1
"RM4","rm","MPx",4.88743031137029,2,2
"RM4","rm","MPx",4.63359643010972,2,3
"RM4","rm","MPy",5.4375757825226,2,1
"RM4","rm","MPy",5.06433189216963,2,2
"RM4","rm","MPy",5.01951508956271,2,3
"RM4","rm","MPx",4.88743031137029,3,1
"RM4","rm","MPx",4.74825782829224,3,2
"RM4","rm","MPx",4.74825782829224,3,3
"RM4","rm","MPy",5.30626866641941,3,1
"RM4","rm","MPy",5.06433189216963,3,2
"RM4","rm","MPy",5.01951508956271,3,3
"RM4","rm","MPx",4.78001863219468,4,1
"RM4","rm","MPx",4.85495581123743,4,2
"RM4","rm","MPx",4.39294568091876,4,3
"RM4","rm","MPy",5.29449005047003,4,1
"RM4","rm","MPy",4.97509489322858,4,2
"RM4","rm","MPy",5.27101119745628,4,3
"RM4","rm","MPx",4.85495581123743,5,1
"RM4","rm","MPx",4.62331098166267,5,2
"RM4","rm","MPx",4.76940816234497,5,3
"RM4","rm","MPy",5.35364575188662,5,1
"RM4","rm","MPy",5.06433189216963,5,2
"RM4","rm","MPy",4.96405140188976,5,3
"RM5","rm","MPx",54.1149837310854,1,1
"RM5","rm","MPx",50.6249452753027,1,2
"RM5","rm","MPx",57.7172192126188,1,3
"RM5","rm","MPy",115.199645000789,1,1
"RM5","rm","MPy",112.918539195182,1,2
"RM5","rm","MPy",130.756044762995,1,3
"RM5","rm","MPx",59.8063062517324,2,1
"RM5","rm","MPx",55.8250236974943,2,2
"RM5","rm","MPx",52.8082097685893,2,3
"RM5","rm","MPy",137.307401966767,2,1
"RM5","rm","MPy",123.689918660352,2,2
"RM5","rm","MPy",125.908512954008,2,3
"RM5","rm","MPx",52.4573259490991,3,1
"RM5","rm","MPx",52.8082097685893,3,2
"RM5","rm","MPx",57.8456223170332,3,3
"RM5","rm","MPy",119.369320681023,3,1
"RM5","rm","MPy",129.311241370898,3,2
"RM5","rm","MPy",150.071389535059,3,3
"RM5","rm","MPx",52.9256918331335,4,1
"RM5","rm","MPx",49.0741948414625,4,2
"RM5","rm","MPx",51.647637008645,4,3
"RM5","rm","MPy",133.694260575745,4,1
"RM5","rm","MPy",144.50777803466,4,2
"RM5","rm","MPy",111.175619770596,4,3
"RM5","rm","MPx",54.5981500331442,5,1
"RM5","rm","MPx",51.0769507258107,5,2
"RM5","rm","MPx",56.5743416991641,5,3
"RM5","rm","MPy",131.338476072785,5,1
"RM5","rm","MPy",129.024202107378,5,2
"RM5","rm","MPy",120.971569545584,5,3
